betId,user_id,event_id,amount,odds,outcome
12371,gm109,A159,887,2.38,0
12372,gm920,A198,330,2.19,0
12373,gm3083,A4,157,2.01,1
12374,gm1070,A149,446,2.36,1
12375,gm8440,A59,857,2.65,0
12376,gm8048,A171,337,2.77,1
12377,gm3806,A98,603,2.01,0
12378,gm6777,A101,531,2.04,1
12379,gm5623,A193,203,2.05,0
12380,gm1468,A93,912,2.42,1
12381,gm6092,A70,926,2.29,1
12382,gm4089,A179,117,2.05,0
12383,gm6297,A121,154,2.4,0
12384,gm8046,A31,885,2.8,0
12385,gm3913,A53,451,2.5,1
12386,gm9717,A145,708,2.23,1
12387,gm6275,A141,849,2.68,0
12388,gm4024,A98,71,2.67,1
12389,gm7879,A39,415,2.91,0
12390,gm967,A36,481,2.54,1
12391,gm2771,A178,734,2.05,0
12392,gm9776,A18,912,2.02,0
12393,gm1250,A151,71,2.37,1
12394,gm3188,A37,269,2.25,1
12395,gm424,A173,588,2.01,1
12396,gm8820,A174,701,2.6,1
12397,gm1090,A7,562,2.39,1
12398,gm3002,A124,127,2.59,0
12399,gm1394,A73,949,2.14,1
12400,gm9787,A163,90,2.12,0
12401,gm3762,A181,741,2.38,0
12402,gm5423,A169,300,2.99,0
12403,gm2727,A29,364,2.52,1
12404,gm7686,A0,308,2.33,1
12405,gm8875,A194,354,2.2,1
12406,gm1511,A26,732,2.11,0
12407,gm2256,A36,253,2.62,0
12408,gm6504,A82,345,2.29,1
12409,gm4550,A59,958,2.84,0
12410,gm7976,A140,362,2.52,1
12411,gm2715,A103,426,2.59,1
12412,gm3032,A109,279,2.6,1
12413,gm8370,A68,477,2.18,1
12414,gm2870,A20,197,2.86,1
12415,gm7181,A73,706,2.72,1
12416,gm6930,A94,864,2.14,0
12417,gm1747,A152,439,2.61,1
12418,gm827,A36,184,2.26,0
12419,gm2763,A52,211,2.6,0
12420,gm2278,A89,820,2.06,0
12421,gm355,A7,610,2.01,0
12422,gm2198,A182,742,2.67,1
12423,gm6283,A75,377,2.25,1
12424,gm4079,A117,969,2.2,0
12425,gm8308,A0,764,2.73,0
12426,gm2378,A39,921,2.06,1
12427,gm3260,A42,667,3.0,0
12428,gm7610,A167,834,2.75,0
12429,gm4782,A123,882,2.84,1
12430,gm2915,A46,411,2.66,1
12431,gm1958,A5,580,2.69,0
12432,gm4199,A195,295,2.68,1
12433,gm7665,A4,476,2.56,1
12434,gm5880,A59,373,2.33,1
12435,gm4046,A67,385,2.96,0
12436,gm348,A136,62,3.0,1
12437,gm3655,A197,997,2.28,0
12438,gm11,A152,300,2.84,1
12439,gm5199,A186,918,2.38,1
12440,gm7871,A162,649,2.72,1
12441,gm4114,A140,118,2.02,1
12442,gm5874,A85,314,2.44,0
12443,gm4139,A18,137,2.49,1
12444,gm3678,A107,668,2.37,1
12445,gm6803,A24,373,2.06,1
12446,gm3816,A34,487,2.09,0
12447,gm9875,A25,674,2.95,1
12448,gm2581,A186,314,2.41,1
12449,gm7374,A30,98,2.31,0
12450,gm9922,A161,987,2.83,0
12451,gm3204,A168,76,2.15,1
12452,gm4674,A22,844,2.25,1
12453,gm3531,A172,139,2.6,0
12454,gm2236,A198,170,2.05,0
12455,gm496,A28,352,2.37,1
12456,gm3080,A178,66,2.17,0
12457,gm9719,A111,809,2.34,0
12458,gm9564,A159,956,2.82,1
12459,gm3734,A192,947,2.05,1
12460,gm8935,A1,45,2.57,0
12461,gm2493,A104,389,2.15,1
12462,gm1572,A80,765,2.44,0
12463,gm2528,A2,795,2.74,0
12464,gm4895,A52,446,2.59,0
12465,gm9652,A195,209,2.38,1
12466,gm5820,A10,856,2.98,0
12467,gm57,A68,393,2.43,0
12468,gm3521,A141,761,2.25,0
12469,gm7647,A55,332,2.31,0
12470,gm466,A18,458,2.29,1
12471,gm8771,A192,133,2.45,0
12472,gm6906,A156,969,2.62,1
12473,gm984,A128,460,2.67,1
12474,gm7906,A20,963,2.58,0
12475,gm5241,A113,394,2.81,1
12476,gm9259,A50,645,2.71,1
12477,gm1861,A10,224,2.42,1
12478,gm3234,A58,904,2.87,1
12479,gm2205,A11,537,2.77,0
12480,gm1196,A144,514,2.56,1
12481,gm7601,A52,877,2.02,0
12482,gm2440,A104,75,2.88,0
12483,gm9668,A25,743,2.91,0
12484,gm2947,A50,37,2.97,0
12485,gm4543,A197,904,2.16,0
12486,gm4038,A76,315,2.93,1
12487,gm228,A55,922,2.13,0
12488,gm6939,A148,284,2.72,1
12489,gm8306,A54,562,2.22,1
12490,gm5274,A37,440,2.98,1
12491,gm4465,A140,979,2.39,0
12492,gm9232,A21,164,2.04,1
12493,gm4191,A69,968,2.6,1
12494,gm3614,A94,899,2.78,0
12495,gm7231,A0,65,2.86,0
12496,gm5667,A78,607,2.34,1
12497,gm8800,A51,825,2.66,0
12498,gm9446,A151,130,2.8,0
12499,gm8898,A30,773,2.88,1
12500,gm1092,A131,833,2.06,0
12501,gm9976,A114,325,2.14,1
12502,gm9585,A157,198,2.75,0
12503,gm5863,A175,159,2.56,0
12504,gm6478,A142,696,2.51,0
12505,gm8150,A146,810,2.21,1
12506,gm5993,A31,734,2.6,0
12507,gm309,A129,59,2.73,0
12508,gm9211,A129,358,2.56,0
12509,gm8885,A52,43,2.29,0
12510,gm3557,A85,526,2.28,1
12511,gm6253,A121,232,2.13,1
12512,gm4971,A39,749,2.69,0
12513,gm2150,A30,977,2.77,1
12514,gm2572,A69,189,2.57,1
12515,gm5428,A107,27,2.24,0
12516,gm9249,A152,847,2.84,0
12517,gm7673,A193,558,2.84,1
12518,gm7688,A87,364,2.23,1
12519,gm1902,A185,951,2.57,1
12520,gm850,A133,701,2.7,1
12521,gm8682,A159,350,2.28,1
12522,gm957,A58,160,2.54,0
12523,gm5559,A153,431,2.3,1
12524,gm6413,A119,339,2.6,1
12525,gm9174,A5,602,2.04,0
12526,gm7646,A110,203,2.08,0
12527,gm3307,A151,73,2.22,0
12528,gm3686,A5,59,2.45,1
12529,gm8578,A167,333,2.91,1
12530,gm9364,A14,254,2.37,0
12531,gm9202,A17,871,2.02,1
12532,gm8203,A58,669,2.27,0
12533,gm8080,A39,239,2.86,0
12534,gm8343,A79,532,2.16,0
12535,gm6540,A85,925,2.6,0
12536,gm6828,A97,175,2.22,0
12537,gm6494,A170,298,2.19,1
12538,gm273,A71,392,2.99,1
12539,gm6285,A177,286,2.13,1
12540,gm6288,A34,872,2.03,0
12541,gm6289,A50,239,2.23,0
12542,gm3930,A29,835,2.07,0
12543,gm6682,A74,621,2.82,0
12544,gm5990,A23,286,2.18,1
12545,gm6964,A93,30,2.41,1
12546,gm7170,A190,651,2.88,1
12547,gm1239,A31,85,2.27,1
12548,gm5009,A168,330,2.19,0
12549,gm5259,A145,314,2.92,0
12550,gm943,A96,437,2.47,1
12551,gm5345,A168,117,2.79,0
12552,gm3617,A38,323,2.82,0
12553,gm9855,A177,559,2.29,1
12554,gm2311,A153,494,2.69,0
12555,gm9987,A157,601,2.75,0
12556,gm9030,A185,333,2.65,1
12557,gm6507,A193,397,2.19,1
12558,gm2478,A115,515,2.61,0
12559,gm3085,A165,316,2.47,0
12560,gm8923,A166,299,2.64,0
12561,gm2364,A155,181,2.22,1
12562,gm8743,A71,184,2.46,0
12563,gm2847,A191,925,2.59,1
12564,gm7083,A39,782,2.17,1
12565,gm6779,A37,91,2.05,0
12566,gm6883,A84,274,2.22,1
12567,gm6662,A97,354,2.58,1
12568,gm8346,A82,884,2.76,0
12569,gm2876,A173,338,2.89,1
12570,gm9804,A27,266,2.15,0
12571,gm7138,A117,503,2.9,1
12572,gm933,A53,677,2.89,0
12573,gm2143,A161,395,2.81,0
12574,gm3373,A127,938,2.71,0
12575,gm4089,A194,792,2.16,0
12576,gm7283,A156,402,2.06,0
12577,gm1617,A175,195,2.86,1
12578,gm6538,A136,999,2.53,0
12579,gm1083,A179,298,2.79,1
12580,gm9334,A96,435,2.33,1
12581,gm8847,A5,681,2.31,0
12582,gm1753,A75,311,2.03,0
12583,gm3779,A61,891,2.12,1
12584,gm6729,A189,620,2.77,1
12585,gm9271,A27,114,2.12,1
12586,gm4563,A138,572,2.69,0
12587,gm7913,A78,30,2.6,0
12588,gm9638,A10,860,2.6,1
12589,gm6227,A106,789,2.47,0
12590,gm5524,A171,59,2.02,0
12591,gm3402,A35,863,2.48,1
12592,gm4889,A181,883,2.05,0
12593,gm3052,A80,747,2.54,0
12594,gm6624,A170,872,2.56,1
12595,gm4277,A168,154,2.02,1
12596,gm9121,A43,142,2.88,0
12597,gm1542,A165,653,2.99,1
12598,gm5509,A123,571,2.24,1
12599,gm2143,A145,654,2.13,1
12600,gm5979,A157,427,2.59,0
12601,gm6903,A67,623,2.42,1
12602,gm9717,A104,539,2.82,0
12603,gm1853,A113,114,2.7,0
12604,gm1892,A160,21,2.03,0
12605,gm3153,A90,996,2.12,1
12606,gm7749,A107,792,2.2,0
12607,gm7559,A181,628,2.94,0
12608,gm3862,A177,112,2.01,0
12609,gm4337,A52,193,3.0,1
12610,gm9360,A181,54,2.13,1
12611,gm4387,A175,498,2.92,0
12612,gm7432,A30,667,2.14,0
12613,gm3196,A31,634,2.88,0
12614,gm9673,A56,610,2.71,1
12615,gm6884,A132,222,2.5,0
12616,gm8606,A43,141,2.38,0
12617,gm7910,A193,828,2.77,0
12618,gm5671,A104,547,2.41,1
12619,gm4986,A31,342,2.27,1
12620,gm4052,A167,647,2.74,1
12621,gm2436,A21,432,2.9,0
12622,gm3202,A166,207,2.22,0
12623,gm6201,A10,454,2.7,0
12624,gm3648,A80,486,2.29,1
12625,gm6379,A198,585,2.05,1
12626,gm9586,A76,176,2.93,0
12627,gm7087,A126,935,2.71,1
12628,gm4948,A198,356,2.03,0
12629,gm2685,A89,899,2.13,1
12630,gm1727,A85,361,2.6,0
12631,gm4821,A31,858,2.22,0
12632,gm6886,A60,310,2.3,0
12633,gm8483,A25,503,2.65,0
12634,gm7318,A71,872,2.24,0
12635,gm7027,A5,611,2.59,0
12636,gm1959,A136,492,2.82,0
12637,gm1818,A137,870,2.81,1
12638,gm2597,A157,183,2.92,1
12639,gm5080,A80,730,2.92,0
12640,gm1619,A151,141,2.01,0
12641,gm2689,A149,56,2.18,0
12642,gm5192,A17,180,2.9,0
12643,gm9322,A72,534,2.41,1
12644,gm4353,A143,39,2.49,0
12645,gm1850,A90,361,2.52,0
12646,gm7904,A183,437,2.31,1
12647,gm9301,A83,939,2.4,1
12648,gm4348,A168,777,2.45,0
12649,gm4100,A76,649,2.67,1
12650,gm7456,A35,707,2.92,0
12651,gm5145,A151,722,2.8,0
12652,gm6963,A165,197,2.22,0
12653,gm3849,A120,714,2.52,0
12654,gm8514,A178,413,2.02,1
12655,gm101,A25,239,2.61,0
12656,gm4311,A178,811,2.85,0
12657,gm9599,A150,539,2.77,1
12658,gm321,A64,615,2.21,1
12659,gm5302,A168,328,2.9,0
12660,gm718,A126,455,2.93,0
12661,gm7622,A16,20,2.07,1
12662,gm6188,A195,783,2.91,1
12663,gm3613,A98,243,2.23,0
12664,gm45,A8,559,2.37,1
12665,gm4722,A179,383,2.55,0
12666,gm5420,A118,983,2.31,0
12667,gm2422,A72,636,2.01,0
12668,gm4586,A126,489,2.1,0
12669,gm246,A178,936,2.22,1
12670,gm9430,A176,683,2.12,1
12671,gm2704,A157,667,2.29,0
12672,gm5231,A81,143,2.93,0
12673,gm3831,A104,832,2.14,0
12674,gm9813,A70,66,2.93,1
12675,gm9987,A178,645,2.61,0
12676,gm9104,A126,645,2.45,1
12677,gm8577,A83,48,2.79,0
12678,gm6216,A151,249,2.17,0
12679,gm7866,A156,131,2.39,1
12680,gm0,A69,173,2.05,0
12681,gm8824,A177,314,2.32,1
12682,gm8005,A131,782,2.72,1
12683,gm6988,A145,903,2.46,1
12684,gm6195,A22,201,2.46,1
12685,gm3279,A39,383,2.91,0
12686,gm7976,A26,68,2.96,1
12687,gm6944,A93,796,2.16,0
12688,gm8796,A58,756,2.67,1
12689,gm4853,A4,175,2.83,0
12690,gm5863,A179,562,2.2,1
12691,gm5297,A163,112,2.35,0
12692,gm5611,A138,842,2.09,1
12693,gm4140,A129,508,2.63,0
12694,gm3780,A71,642,2.64,0
12695,gm1160,A136,196,2.42,0
12696,gm3400,A101,381,2.92,1
12697,gm2909,A33,930,2.44,1
12698,gm3944,A199,668,2.24,0
12699,gm7837,A177,382,2.42,1
12700,gm2370,A64,252,2.9,1
12701,gm2048,A160,996,2.95,0
12702,gm3081,A117,159,2.96,1
12703,gm862,A143,528,2.34,1
12704,gm5846,A196,372,2.67,0
12705,gm3935,A55,588,2.28,1
12706,gm2583,A135,163,2.06,1
12707,gm4983,A16,498,2.11,0
12708,gm8727,A88,795,2.03,1
12709,gm7778,A174,434,2.77,1
12710,gm3845,A71,746,2.4,0
12711,gm3432,A146,95,2.32,0
12712,gm3673,A115,833,2.68,1
12713,gm8123,A90,226,2.35,0
12714,gm5195,A123,579,2.96,1
12715,gm9942,A168,156,2.31,0
12716,gm1716,A199,450,2.9,0
12717,gm547,A85,434,2.76,1
12718,gm3014,A75,120,2.82,0
12719,gm2410,A181,292,2.59,1
12720,gm7594,A124,594,2.84,0
12721,gm7186,A194,914,2.86,0
12722,gm6901,A92,921,2.49,0
12723,gm1528,A25,555,2.28,0
12724,gm4841,A67,707,2.79,1
12725,gm8800,A106,50,2.88,0
12726,gm6263,A119,929,2.69,1
12727,gm6950,A96,78,2.05,1
12728,gm1787,A127,975,2.43,0
12729,gm8307,A188,598,2.23,0
12730,gm7478,A146,805,2.97,0
12731,gm5325,A48,753,2.9,0
12732,gm4546,A23,115,2.04,0
12733,gm5068,A134,720,2.38,0
12734,gm4003,A138,836,2.0,0
12735,gm3775,A112,345,2.87,0
12736,gm5226,A145,588,2.88,1
12737,gm8542,A12,572,2.33,0
12738,gm6182,A109,33,2.59,0
12739,gm9025,A5,67,2.87,1
12740,gm573,A80,620,2.53,1
12741,gm8350,A184,595,2.71,1
12742,gm8097,A102,785,2.66,0
12743,gm9782,A119,608,2.31,0
12744,gm2927,A120,462,2.64,1
12745,gm5569,A43,93,2.79,0
12746,gm3804,A144,767,2.97,1
12747,gm8341,A16,367,2.49,1
12748,gm9224,A111,319,2.49,1
12749,gm8588,A189,399,2.9,0
12750,gm6064,A178,824,2.19,0
12751,gm7880,A195,953,2.05,0
12752,gm3041,A73,768,2.55,0
12753,gm1286,A5,467,2.5,0
12754,gm4623,A59,270,2.34,1
12755,gm7532,A26,43,2.18,0
12756,gm6400,A88,886,2.8,1
12757,gm9590,A30,725,2.76,1
12758,gm6234,A177,734,2.15,0
12759,gm9583,A171,351,2.48,0
12760,gm923,A59,614,2.76,0
12761,gm3855,A132,476,2.15,0
12762,gm9476,A61,729,2.92,1
12763,gm7254,A189,187,2.42,0
12764,gm5837,A165,648,2.94,0
12765,gm7195,A28,306,2.63,0
12766,gm8397,A13,876,2.88,0
12767,gm5240,A12,916,2.04,0
12768,gm2542,A176,542,2.87,0
12769,gm3828,A116,85,2.54,0
12770,gm2574,A3,379,2.99,1
12771,gm3061,A74,851,2.51,0
12772,gm7845,A119,53,2.37,1
12773,gm691,A123,437,2.92,1
12774,gm7822,A33,948,2.82,0
12775,gm2760,A194,625,2.79,0
12776,gm8267,A194,914,2.38,1
12777,gm7650,A66,327,2.33,1
12778,gm7170,A21,455,2.05,0
12779,gm1009,A108,324,2.58,0
12780,gm2372,A12,995,2.83,0
12781,gm1760,A144,150,2.75,1
12782,gm1376,A3,662,2.89,1
12783,gm1863,A174,888,2.97,1
12784,gm1214,A37,749,2.28,1
12785,gm2745,A175,459,2.77,1
12786,gm4185,A4,204,2.08,1
12787,gm7804,A160,809,2.13,1
12788,gm1723,A165,661,2.29,1
12789,gm5517,A152,555,2.79,1
12790,gm5401,A28,835,2.81,0
12791,gm6848,A10,283,2.17,1
12792,gm3429,A143,497,2.61,1
12793,gm8039,A117,900,2.16,0
12794,gm3498,A40,915,2.31,0
12795,gm457,A29,823,2.5,0
12796,gm7197,A7,891,2.22,1
12797,gm5647,A92,787,2.0,1
12798,gm1111,A154,53,2.51,1
12799,gm5613,A194,975,2.55,1
12800,gm8618,A17,685,2.25,0
12801,gm4940,A139,27,2.69,1
12802,gm381,A70,178,2.75,1
12803,gm9569,A3,651,2.88,0
12804,gm5560,A69,472,2.27,0
12805,gm7836,A58,425,2.67,0
12806,gm4023,A151,788,2.62,0
12807,gm2109,A117,516,2.57,0
12808,gm5253,A1,56,2.74,0
12809,gm8529,A164,638,2.94,1
12810,gm8614,A118,238,2.34,1
12811,gm5045,A132,251,2.89,1
12812,gm4032,A109,624,2.64,0
12813,gm3222,A160,889,2.49,0
12814,gm9882,A117,739,2.24,1
12815,gm1066,A22,245,2.73,0
12816,gm3318,A104,972,2.94,1
12817,gm1577,A44,776,2.9,0
12818,gm9644,A88,352,2.48,0
12819,gm8231,A7,263,2.23,1
12820,gm1985,A13,208,2.22,0
12821,gm8714,A73,771,2.26,1
12822,gm6981,A76,619,2.96,1
12823,gm1034,A15,311,2.18,1
12824,gm6675,A90,922,2.33,0
12825,gm254,A79,227,2.55,1
12826,gm6934,A19,622,2.87,1
12827,gm4813,A129,837,2.29,0
12828,gm1005,A67,950,2.38,1
12829,gm1225,A62,539,2.18,1
12830,gm5639,A171,864,2.19,0
12831,gm9325,A26,270,2.44,1
12832,gm2041,A93,905,2.48,1
12833,gm3089,A194,230,2.84,0
12834,gm4678,A114,245,2.66,0
12835,gm648,A103,44,2.54,1
12836,gm9009,A82,719,2.04,0
12837,gm6008,A164,858,2.32,1
12838,gm1204,A164,261,2.63,0
12839,gm4464,A69,306,2.3,0
12840,gm597,A11,109,2.25,0
12841,gm3918,A98,113,2.91,0
12842,gm7525,A9,580,2.16,1
12843,gm3043,A27,103,2.26,1
12844,gm8247,A43,516,2.8,1
12845,gm2447,A125,415,2.67,1
12846,gm1376,A115,955,2.56,1
12847,gm4909,A97,374,2.05,1
12848,gm5704,A183,694,2.96,0
12849,gm4936,A119,832,2.44,0
12850,gm305,A194,904,2.66,0
12851,gm4630,A121,89,2.79,0
12852,gm6991,A97,221,2.43,1
12853,gm7270,A164,965,2.56,0
12854,gm4389,A122,753,2.12,0
12855,gm2727,A53,349,2.11,1
12856,gm2402,A125,254,2.63,1
12857,gm9128,A185,37,2.37,0
12858,gm3422,A177,423,2.74,0
12859,gm6741,A48,311,2.84,1
12860,gm9515,A192,854,2.04,1
12861,gm1316,A5,279,2.88,1
12862,gm753,A24,536,2.19,1
12863,gm1607,A10,99,2.51,1
12864,gm6870,A85,691,2.37,1
12865,gm1167,A105,157,2.73,0
12866,gm3043,A176,718,2.2,1
12867,gm769,A79,650,2.33,1
12868,gm4072,A161,732,2.05,1
12869,gm1862,A159,379,2.73,0
12870,gm7250,A59,524,2.48,1
12871,gm9837,A86,505,2.18,1
12872,gm3335,A8,318,2.63,0
12873,gm7151,A133,176,2.43,0
12874,gm275,A199,994,2.16,0
12875,gm84,A74,928,2.21,1
12876,gm6695,A71,383,2.66,0
12877,gm6888,A147,799,2.9,0
12878,gm2531,A115,493,2.06,0
12879,gm4292,A185,971,2.93,0
12880,gm1056,A42,963,2.91,1
12881,gm7287,A113,954,2.4,0
12882,gm2687,A133,825,2.49,1
12883,gm6535,A126,957,2.46,0
12884,gm7405,A177,568,2.58,1
12885,gm1710,A185,429,2.06,1
12886,gm2202,A9,759,2.91,1
12887,gm1830,A71,808,2.34,0
12888,gm3684,A106,122,2.16,1
12889,gm1610,A83,607,2.1,0
12890,gm1625,A161,287,2.61,0
12891,gm8045,A112,915,2.08,1
12892,gm1788,A139,106,2.41,0
12893,gm9421,A25,166,2.09,1
12894,gm9654,A48,441,2.35,1
12895,gm1232,A176,836,2.74,1
12896,gm1246,A183,390,2.43,0
12897,gm5064,A109,894,2.72,1
12898,gm903,A90,354,2.19,1
12899,gm1683,A124,724,2.63,0
12900,gm5168,A37,221,2.13,0
12901,gm5685,A77,841,2.69,1
12902,gm5316,A161,353,2.51,1
12903,gm1000,A28,988,2.9,1
12904,gm7606,A85,254,2.58,1
12905,gm6296,A132,992,2.24,1
12906,gm6075,A74,258,2.25,0
12907,gm1751,A119,319,2.37,1
12908,gm1985,A112,731,2.48,1
12909,gm8510,A45,961,2.03,1
12910,gm5441,A43,397,2.76,0
12911,gm8687,A97,451,2.8,1
12912,gm5761,A3,713,2.17,1
12913,gm2074,A171,194,2.79,0
12914,gm2497,A177,649,2.55,0
12915,gm8998,A2,911,2.91,1
12916,gm172,A28,242,2.12,1
12917,gm51,A74,966,2.67,0
12918,gm3177,A25,278,2.2,1
12919,gm8111,A118,308,2.8,0
12920,gm1043,A112,514,2.48,0
12921,gm6679,A101,561,2.39,1
12922,gm5397,A191,608,2.28,1
12923,gm930,A99,987,2.86,1
12924,gm2810,A6,338,2.6,1
12925,gm6969,A118,335,2.8,0
12926,gm2540,A93,621,2.26,0
12927,gm6042,A143,178,2.62,0
12928,gm9777,A34,670,2.95,1
12929,gm6845,A81,402,2.89,1
12930,gm8227,A95,220,2.44,0
12931,gm8040,A137,930,2.18,0
12932,gm1862,A122,58,2.22,0
12933,gm7225,A126,623,2.84,0
12934,gm4523,A185,309,2.56,1
12935,gm1551,A164,529,2.29,1
12936,gm8199,A125,562,2.8,1
12937,gm3484,A80,68,2.42,1
12938,gm3259,A128,850,2.45,0
12939,gm9568,A73,560,2.57,1
12940,gm6706,A54,66,2.31,1
12941,gm4618,A175,288,2.97,1
12942,gm5999,A84,675,2.36,1
12943,gm6776,A14,591,2.7,1
12944,gm5602,A140,265,2.84,0
12945,gm3858,A187,575,2.71,0
12946,gm1533,A43,344,2.32,0
12947,gm8933,A58,336,2.13,0
12948,gm2369,A86,348,2.54,0
12949,gm669,A16,842,2.75,0
12950,gm9127,A31,600,2.06,0
12951,gm9614,A36,882,2.65,0
12952,gm7532,A96,939,2.05,1
12953,gm1369,A166,671,2.84,1
12954,gm3706,A125,902,2.35,0
12955,gm8142,A195,387,2.59,1
12956,gm1098,A63,473,2.1,0
12957,gm3989,A185,615,2.45,0
12958,gm1462,A173,168,2.84,0
12959,gm1754,A196,198,2.01,0
12960,gm7207,A189,672,2.94,1
12961,gm7602,A110,29,2.06,0
12962,gm9666,A191,293,2.28,0
12963,gm3268,A147,209,2.19,0
12964,gm3239,A136,601,2.24,1
12965,gm1049,A44,638,2.07,0
12966,gm1977,A183,657,2.46,1
12967,gm6331,A175,516,2.3,0
12968,gm4863,A14,316,2.07,1
12969,gm3540,A9,302,2.99,0
12970,gm5322,A78,464,2.05,0
12971,gm4148,A152,231,2.81,1
12972,gm6413,A173,743,2.95,0
12973,gm5923,A97,601,2.36,1
12974,gm8343,A102,915,2.42,1
12975,gm3545,A4,711,2.17,0
12976,gm9132,A159,339,2.98,0
12977,gm3997,A112,700,2.7,1
12978,gm3313,A11,750,2.23,0
12979,gm7127,A57,461,2.02,0
12980,gm6061,A14,71,2.41,0
12981,gm4154,A128,503,2.06,1
12982,gm3129,A10,722,2.09,1
12983,gm9766,A90,702,2.83,1
12984,gm7098,A176,438,2.24,1
12985,gm1906,A52,287,2.38,0
12986,gm1732,A195,427,2.88,0
12987,gm9600,A118,782,2.84,0
12988,gm9379,A102,121,2.67,0
12989,gm8405,A65,648,2.15,0
12990,gm5581,A126,876,2.24,1
12991,gm5965,A141,388,2.83,0
12992,gm7918,A16,56,2.35,0
12993,gm7729,A194,705,2.36,1
12994,gm1396,A69,408,2.95,0
12995,gm7260,A64,447,2.07,0
12996,gm8618,A133,160,2.56,0
12997,gm8758,A43,340,2.53,0
12998,gm434,A94,152,2.47,1
12999,gm68,A187,213,2.4,1
13000,gm4868,A113,606,2.57,1
13001,gm1061,A172,205,2.72,0
13002,gm9525,A40,711,2.71,1
13003,gm3487,A49,874,2.28,1
13004,gm8386,A39,327,2.72,1
13005,gm3700,A94,63,2.8,1
13006,gm7178,A18,425,2.37,0
13007,gm1600,A13,277,2.13,0
13008,gm6244,A170,277,2.23,0
13009,gm5283,A42,378,2.29,0
13010,gm3980,A127,147,2.02,0
13011,gm416,A197,578,2.88,1
13012,gm2218,A186,731,2.07,0
13013,gm738,A49,147,2.0,1
13014,gm9468,A190,443,2.26,1
13015,gm4239,A157,933,2.59,0
13016,gm7778,A74,771,2.25,1
13017,gm690,A55,743,2.19,1
13018,gm7217,A15,341,2.58,1
13019,gm1804,A54,94,2.6,1
13020,gm5559,A114,852,2.14,1
13021,gm3588,A54,934,2.88,1
13022,gm5734,A28,522,2.84,1
13023,gm9690,A76,283,2.81,1
13024,gm5112,A24,499,2.24,1
13025,gm5062,A73,865,2.03,0
13026,gm6154,A43,836,2.91,0
13027,gm3725,A8,690,2.64,0
13028,gm9914,A23,298,2.31,1
13029,gm3529,A171,925,2.71,0
13030,gm805,A180,302,2.59,1
13031,gm4751,A84,273,2.87,0
13032,gm3909,A39,347,2.28,1
13033,gm6670,A185,850,2.28,0
13034,gm3286,A197,971,2.76,0
13035,gm7991,A87,522,2.06,0
13036,gm9819,A92,113,2.35,1
13037,gm9029,A87,891,2.52,1
13038,gm1307,A40,327,2.7,0
13039,gm9995,A125,494,2.58,0
13040,gm6498,A44,668,2.12,0
13041,gm6097,A38,416,2.14,1
13042,gm9128,A15,815,2.71,1
13043,gm1714,A117,615,2.92,1
13044,gm2986,A76,935,2.3,1
13045,gm578,A64,536,2.37,1
13046,gm4223,A143,875,2.22,0
13047,gm696,A0,566,2.31,0
13048,gm8120,A35,454,2.79,1
13049,gm5825,A43,315,2.1,1
13050,gm7262,A28,892,2.67,1
13051,gm5206,A38,41,2.1,1
13052,gm2652,A150,681,2.9,1
13053,gm2255,A42,744,2.24,1
13054,gm9589,A118,265,2.99,0
13055,gm676,A190,503,2.56,1
13056,gm2556,A65,606,2.67,1
13057,gm167,A190,87,2.95,0
13058,gm8070,A21,680,2.85,1
13059,gm853,A143,444,2.58,1
13060,gm9334,A171,676,2.39,1
13061,gm5859,A147,427,2.38,0
13062,gm9468,A2,855,2.72,0
13063,gm573,A68,892,2.4,1
13064,gm8018,A141,974,2.89,0
13065,gm9637,A40,578,2.25,0
13066,gm2437,A84,505,2.67,0
13067,gm4443,A54,29,2.4,0
13068,gm8774,A143,495,2.08,0
13069,gm6877,A57,136,2.07,0
13070,gm249,A23,710,2.72,0
13071,gm4947,A18,368,2.63,1
13072,gm6366,A17,538,2.69,1
13073,gm760,A144,993,2.76,1
13074,gm8647,A36,445,2.56,0
13075,gm3531,A129,503,2.38,0
13076,gm2436,A132,796,2.71,1
13077,gm3578,A179,250,2.28,0
13078,gm7783,A124,529,2.45,1
13079,gm8176,A88,754,2.66,1
13080,gm4398,A59,288,2.8,0
13081,gm5478,A125,993,2.35,0
13082,gm3790,A59,338,2.45,0
13083,gm4225,A53,315,2.9,0
13084,gm7091,A114,330,2.55,0
13085,gm6170,A112,586,2.46,0
13086,gm9775,A150,161,2.02,0
13087,gm931,A29,720,2.48,1
13088,gm7713,A177,56,2.1,1
13089,gm5883,A180,205,2.42,1
13090,gm3042,A177,351,2.34,0
13091,gm3335,A66,461,2.26,0
13092,gm9933,A108,105,2.3,1
13093,gm3336,A40,1000,2.98,0
13094,gm8626,A52,235,2.62,1
13095,gm8427,A176,357,2.79,0
13096,gm2267,A158,789,2.54,1
13097,gm5731,A112,956,2.91,1
13098,gm2303,A126,711,2.31,0
13099,gm8883,A33,677,2.93,1
13100,gm464,A197,632,2.41,1
13101,gm1373,A107,200,2.67,1
13102,gm4961,A132,954,2.18,1
13103,gm8622,A33,144,2.64,1
13104,gm5880,A43,977,3.0,1
13105,gm3347,A68,901,2.14,1
13106,gm8801,A195,579,2.4,1
13107,gm3762,A107,382,2.28,0
13108,gm8068,A183,43,2.65,1
